filename,artifact_role,source_pdf_page,dpi,width_px,height_px,bytes,sha256,inspection_result,inspection_scope,model_provenance
page-438.png,page_render,438,120,993,1404,210647,be93c04d51feda83803429ea6141aab86cf1c7aa3135c4327deffbecbf36fa2d,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-439.png,page_render,439,120,993,1404,282580,70fbcac4c6f5ace7250a7031dcedec667b9d4ad1e55b5e97a7ae43a6e124e09e,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-440.png,page_render,440,120,993,1404,239176,013532ea80b7878c1418f952cd117adef8ca6259194f635c314bbe593bcbf057,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-441.png,page_render,441,120,993,1404,235248,76250550a85917508e848718b6b999a37a402f55f6300f0f9f1eae237a87b4cb,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-442.png,page_render,442,120,993,1404,241627,35b9fff501965c727e8c4e0528cfce4b7fce064ac3940cce91db542877014510,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-443.png,page_render,443,120,993,1404,348953,2f4790756c2903607b8d4603bfde8c4a32b69527ae392e0046de532b165592e2,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-444.png,page_render,444,120,993,1404,151972,e905a1095ac520fe3049e3a52b8c829105d6aaf18d58459b43e5749d26f56d73,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-445.png,page_render,445,120,993,1404,255520,b049b121b16430545f4d8f8878b10cf3fa55b1df3ec4f0b627f6397855253675,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-446.png,page_render,446,120,993,1404,207949,dcd5bcce127f7bc52df4aa6712e75001247dcea967c8de2eeca409afd4614fed,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-447.png,page_render,447,120,993,1404,245330,fb5ae2a12ff02c187b2f57edd7010097cbf4c41e6ccb07ea29d6b064d2a6f745,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-448.png,page_render,448,120,993,1404,216162,c262f70b6e8e941cb192497ac05132cf621c002cb855953b1ad6fa6d6c2a3c11,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-449.png,page_render,449,120,993,1404,218948,bf7bbb1d70ba817e11b503598f49399b6b4cf4ffa1e133847231dc5c656e4b9f,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-450.png,page_render,450,120,993,1404,197438,3f3b50bdd094ca6348b1346d10494f874c8ccb6263c18a2159cdd6b6b5223852,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-451.png,page_render,451,120,993,1404,306263,c50a069ca5cad92d67c17eb4c82a462010f4b24cfd6f5e5be316cc923b557004,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-452.png,page_render,452,120,993,1404,285281,3894b1e3f04fcca1f945f500f5b4157072d342dc450d9f891b6ef4eb6c7a6879,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-453.png,page_render,453,120,993,1404,224193,d2bfbba6991f27c690eec7571359c0d9c547d7383918ec98545fae07aaba21d1,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-454.png,page_render,454,120,993,1404,242253,dc05b80bed607c569ced361942cd6bc6fb0f4f59e767b45e902d3971810ae214,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-455.png,page_render,455,120,993,1404,158495,8ce6ea1ed7e445e338a2237b5ae5650e40372da6417ea7c3c7c7ccceb1f4aff2,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-456.png,page_render,456,120,993,1404,195531,b22c4b59e632ebb0a9b8cd7e4a16623c5561a2713575c589b7204fd43c696e3f,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-457.png,page_render,457,120,993,1404,199639,b31aba832ab0b872a00dde05f45e87af4aa48e124aef45f12054cb7ee317a261,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-458.png,page_render,458,120,993,1404,183747,ddfbc12fa1d9cec0fe7e8fb05cbe1a3424b1117ba39c2313f791adc4642aafbb,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-459.png,page_render,459,120,993,1404,226720,f85cd47d73bb26cc749d294e1e9145472abbae87fd8adf2ac42ebe7741af7656,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-460.png,page_render,460,120,993,1404,220739,d8a0ea881ac515c1de3896ce03dfc89cd61d48af30ef1f5a56875e17490c1131,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-461.png,page_render,461,120,993,1404,217700,06d5a7299cb21dbbb52ea0761e3a9b0222ec37951f25f1e28642aa89feffc23a,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-462.png,page_render,462,120,993,1404,260502,e55e01e968fa9b2b9e11202787a12b7a280ebca70c52a351118dce2038199b65,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
page-463.png,page_render,463,120,993,1404,244069,f912a35a67887b8a03311eb1d6c924347b23a49e871bf63d2882df05ca2929d5,PASS,contact-sheet plus seam/new-unit visual review,"OpenAI Codex gpt-5.6-sol, Ultra"
