path,prefix_records,prefix_bytes,prefix_sha256,records_added,suffix_bytes,suffix_sha256,final_records,final_bytes,final_sha256
backend/artifacts.jsonl,224,185068,e28ed6e26a8f9812db1e54da035dc58675cd39303138fd85b6e00e9cffb06c94,10,8607,b2321c465b5af28fb56f0ea10315e4a06cb355324247f10f1a894c72d000338b,234,193675,1535c6096f79fcd84878dca9d918e16e130571fa1f5423a210db55e3b62a782f
backend/assets.jsonl,87,64692,1df40f8f6ca4f2fbfbe8a7b924a68a153713a20a4eebe1d014d8fb04669945f7,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,87,64692,1df40f8f6ca4f2fbfbe8a7b924a68a153713a20a4eebe1d014d8fb04669945f7
backend/authority.jsonl,6,4374,84c622f56dbbd5ba379361245ecfe07bc79c9f4fd6b18ba21b82b5f545211869,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6,4374,84c622f56dbbd5ba379361245ecfe07bc79c9f4fd6b18ba21b82b5f545211869
backend/concepts.jsonl,501,158569,20a163b753cc00f018d9a8cd8f71c6467c7dab607a3b13e8eb5532d6b04ab44c,12,3992,e4821a7d3c382177f795f1a133d1ef0b8987fe891eb6e730e898579307801cbf,513,162561,5b921e4bb055fa53cd7f017d5d72b43a0122e5a31b5b8ec760b6efc4ca7e7fcc
backend/corrections.jsonl,564,594720,bd961fad5d83e96fec6ef83caa8447e2e5f282c603fd4983d79b5b4b54049fbb,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,564,594720,bd961fad5d83e96fec6ef83caa8447e2e5f282c603fd4983d79b5b4b54049fbb
backend/qa.jsonl,191,105671,54372bca72f81e8dab6580af8db7ab350ff6dc2717fc067f87a6a0e00200a6da,7,4228,17323ccff156ad8ac1626bb9f72963530bc7efcd74a097cb465ddc721c62b014,198,109899,1a1eb9f45ea992496a536a0f9bac0c439bfda9d6e10de1a292329727372e0a54
backend/relations.jsonl,1160,526730,96d4d3cec3e42f87e21a5b245cd92f851d9122e4de02865166ed4a9e9c53c04a,56,28729,0b02fb3714d9642cb434e0b82603b2f24b1a3b4819bc9ad2fb411519856d44fa,1216,555459,0504529956092a8d78f334f6cdf2dbceaa5a319ac09f812d1ccfa09d9b4f2cf0
backend/rights.jsonl,109,103393,ebfcb9d92d9c1a097df404bc16b0abfe2e1c2a02ed5a359e0f615508025f22df,1,1634,58cc5dab607f5775ca1b2b4aa4daba1378ffac828d3aea54c001a6b12c687edf,110,105027,73fdb740a3867d2cf74c6c84c9cce4f99b8feef39ccf5d5b900425cc46cdf872
backend/segments.jsonl,2090,3432502,c8ee822c289168ef7895788151a0f173365ea2a3caf606e3160d8407d18bd204,25,48289,4ff627a4fcc8f8779db107cec3dc4ba2e937ead7e4383ab5ffda853407a0bdfb,2115,3480791,24d76e94204df4d87100ce4394e4c534c0cbdf45897d6f29c9ef0bc66418de67
backend/terms.jsonl,494,329042,e1b94dff63d858610b1ddc48cb248b0ca99f05303964c00163718bab12ba870a,12,9637,f6aea77476b55ddc8e95b6a9d78ac740dda8471681a79b24db116576c7bd3fd4,506,338679,394f877bcd0e0e537cdf09d1634185425d3fa2af6ba2c4fd955ff392dfc79214
backend/units.jsonl,2120,3617994,fa1b11fb7231fcb5e765126dbbdba70365b63df544b0b65dcdd60d2c6ef21a7f,25,52514,7e4f8484ba2a99cb08f57c302e1942b760b044eba3dd909baae3a5a7f03377c3,2145,3670508,93fc6a9bde31abf13d909e2dad66ad18d57738c326706897fd271c80fec70ecc
