path,prefix_records,prefix_bytes,prefix_sha256,records_added,suffix_bytes,suffix_sha256,final_records,final_bytes,final_sha256
backend/artifacts.jsonl,214,176452,b79da3c77f733a175cf900c655816d4a06fa3f060a495a2644d30b010ce5e8d0,10,8616,220abd13db3f0936ebe6778023d9f833a22dfc82baa59d0034c2a07ac79c54ed,224,185068,e28ed6e26a8f9812db1e54da035dc58675cd39303138fd85b6e00e9cffb06c94
backend/assets.jsonl,87,64692,1df40f8f6ca4f2fbfbe8a7b924a68a153713a20a4eebe1d014d8fb04669945f7,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,87,64692,1df40f8f6ca4f2fbfbe8a7b924a68a153713a20a4eebe1d014d8fb04669945f7
backend/authority.jsonl,6,4374,84c622f56dbbd5ba379361245ecfe07bc79c9f4fd6b18ba21b82b5f545211869,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,6,4374,84c622f56dbbd5ba379361245ecfe07bc79c9f4fd6b18ba21b82b5f545211869
backend/concepts.jsonl,491,155292,c8ccbc4ee38e0a4f0b0d8ee6088774574a4138a7e611bbaa08133fa3ff2ad764,10,3277,a919b823eb194ba2481d244c0672a2631b373f21859224a3148a8ecb58166594,501,158569,20a163b753cc00f018d9a8cd8f71c6467c7dab607a3b13e8eb5532d6b04ab44c
backend/corrections.jsonl,564,594720,bd961fad5d83e96fec6ef83caa8447e2e5f282c603fd4983d79b5b4b54049fbb,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,564,594720,bd961fad5d83e96fec6ef83caa8447e2e5f282c603fd4983d79b5b4b54049fbb
backend/qa.jsonl,184,101370,65a0890de4efa5051264900fa85dae8631e073148f3daf1d3fe7ce4132ebc5e9,7,4301,8380fc8123739e2769e14c88eb15cd8a1e52ae0011dabd84abaf7ac48ff69468,191,105671,54372bca72f81e8dab6580af8db7ab350ff6dc2717fc067f87a6a0e00200a6da
backend/relations.jsonl,1106,498962,6d91e165cb79d4a03d1b21939f934a2155591f2bd2f7e91420a08b6178e485bf,54,27768,1868ac6c8e91508b3bea9bc6d2eeb471258eb9a3a712311d5a387c468f85ac9b,1160,526730,96d4d3cec3e42f87e21a5b245cd92f851d9122e4de02865166ed4a9e9c53c04a
backend/rights.jsonl,108,101740,aa6c6bf27d9636bbe22d16b6f550a75cce7e8ef7142dffc04f8f4aa3667af69b,1,1653,d858514856fe693cc9a4308b2edd7df6de4ffb0ad5391e0cc85af82bd46a2d04,109,103393,ebfcb9d92d9c1a097df404bc16b0abfe2e1c2a02ed5a359e0f615508025f22df
backend/segments.jsonl,2065,3387764,8499116f271fca22b3f30aeba2e6d2410c3a480a1bc000120fc44c195ffd5806,25,44738,6bdf5ba502257454c07a37e2250c51c61ee805e4d254cbf5c06e79d0f39f2b83,2090,3432502,c8ee822c289168ef7895788151a0f173365ea2a3caf606e3160d8407d18bd204
backend/terms.jsonl,484,321259,908dd1dcdea9ca52acfc91c681a538a0599670d3d3f7ad25a1d9313b508a1740,10,7783,4948a0c6f013d24e30c941152ca28ecfcf7cbb343e2a99eadda10a9eff7ed2d3,494,329042,e1b94dff63d858610b1ddc48cb248b0ca99f05303964c00163718bab12ba870a
backend/units.jsonl,2095,3569075,5ae55e8fc36311878a5209a4f9404faa16784bc22b98883a4dcbfaaf9f71fd22,25,48919,7e779a70ede3bd1fa4358869556620ebbf90183b186235e6902c9ee32db9da25,2120,3617994,fa1b11fb7231fcb5e765126dbbdba70365b63df544b0b65dcdd60d2c6ef21a7f
