"path","bytes","sha256"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\MiKTeX\fonts\map\pdftex\pdftex.map","1149353","c06a4d711315fb23901b97f37c84fc7485efcb5f38f5cf7718dc5fed68ec4356"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\bigintcalc\bigintcalc.sty","40635","050f2ad3a3671a1f4f9bcf97784836301bc751507e7ada546632379406aea103"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\bitset\bitset.sty","33961","af5c7196c69dc9d28225189169b60c9b9039125bc1756c04d54886f0a3e1891e"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\gettitlestring\gettitlestring.sty","8371","26ab10fd43fd5a90f98bcbed3a99978808da8878eb73835db4e0346371aee41e"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\iftex\iftex.sty","7984","0dc0cefe2131f82330a3b8e62034c184455329d7d9bb94abe21e740821630381"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\iftex\ifvtex.sty","1057","1138730b9ad7d9f664b4760a4ea0ae0945afd21c006b76b67e623e863bbf3756"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\infwarerr\infwarerr.sty","8356","8c3e23b8bb7d940ff26cb0cf96e0151f540acf55020dc3c1aa8bcdb2eb66305c"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\intcalc\intcalc.sty","31769","1343ba1b10b245bfd199c22947249af1d756808690c7811c90f07fe0a3772080"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\kvdefinekeys\kvdefinekeys.sty","5412","c42f0c2628dc5fbd95b535cf8cd3cc964347653c099d38c0d416f896d84e8240"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\ltxcmds\ltxcmds.sty","17865","8fea89995d37ba4c69137186faafc589c470edcc5026d8a31aadbe5cef47dcb4"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\pdfescape\pdfescape.sty","19007","b3f0e56366c11b85dae521f9a48a6fd415dec1ce8c83152fde813a9f64445b49"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\pdftexcmds\pdftexcmds.sty","20089","2df7e0bd148c99d8097352b8ac9948dccf91d61ba360dcf43f82206933b6045b"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\pgf\systemlayer\pgf.cfg","926","eb308ac3d665db8dd3c03b18328c551609346c659c2ce0e5029223fbcc339cb3"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\pgf\systemlayer\pgfsys-common-pdf.def","5542","babfe19163bca9c6fa5b1abb6b6154cd0d1ca98888f08f1bf7d06a74de5fd330"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\pgf\systemlayer\pgfsys-luatex.def","13367","6b950cad5613b1b8bad260abf397eba070f01ebbe73e4c4f9ac0986b6b5597ec"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\pgf\systemlayer\pgfsys-pdftex.def","12612","c1200f3d129912978bbd41684ffee42e960bf9a776768a5b9f57557140113f7d"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\pgf\utilities\pgfutil-latex.def","7067","72036598130f2477df66608d26ab7008eb87a18b09fbe0c7eed9c63188720c77"
"<LOCAL_ACCOUNT_ROOT>\AppData\Local\Programs\MiKTeX\tex\generic\pgfplots\sys\pgflibrarypgfplots.surfshading.pgfsys-pdftex.def","5907","c52c6c54e7ffd5e43094a13b33c6e93cbfa1f3fd6455cf2512102d19d3b7c49e"
